phenotype,property,value
http://purl.obolibrary.org/obo/HP_0009492,http://www.w3.org/2000/01/rdf-schema#label,Fragmentation of the epiphyses of the 2nd finger
http://purl.obolibrary.org/obo/HP_0009414,http://www.w3.org/2000/01/rdf-schema#label,Fragmentation of the epiphyses of the 3rd finger
http://purl.obolibrary.org/obo/HP_0004037,http://www.w3.org/2000/01/rdf-schema#label,Abnormality of the ulnar epiphyses
http://purl.obolibrary.org/obo/HP_0004035,http://www.w3.org/2000/01/rdf-schema#label,Abnormality of the styloid process of ulna
http://purl.obolibrary.org/obo/HP_0005068,http://www.w3.org/2000/01/rdf-schema#label,Absent styloid process of ulna
http://purl.obolibrary.org/obo/HP_0004981,http://www.w3.org/2000/01/rdf-schema#label,Prominent styloid process of ulna
http://purl.obolibrary.org/obo/HP_0004036,http://www.w3.org/2000/01/rdf-schema#label,Long styloid process of ulna
http://purl.obolibrary.org/obo/HP_0010600,http://www.w3.org/2000/01/rdf-schema#label,Abnormality of the distal ulnar epiphysis
http://purl.obolibrary.org/obo/HP_0006370,http://www.w3.org/2000/01/rdf-schema#label,Distal ulnar epiphyseal stippling
http://purl.obolibrary.org/obo/HP_0003844,http://www.w3.org/2000/01/rdf-schema#label,Small epiphyses of the upper limbs
http://purl.obolibrary.org/obo/HP_0003846,http://www.w3.org/2000/01/rdf-schema#label,Wide epiphyseal plates of the upper limbs
http://purl.obolibrary.org/obo/HP_0003904,http://www.w3.org/2000/01/rdf-schema#label,Wide epiphyses of the upper limbs
http://purl.obolibrary.org/obo/HP_0005924,http://www.w3.org/2000/01/rdf-schema#label,Abnormality of the epiphyses of the hand
http://purl.obolibrary.org/obo/HP_0005920,http://www.w3.org/2000/01/rdf-schema#label,Abnormal epiphysis morphology of the phalanges of the hand
http://purl.obolibrary.org/obo/HP_0010237,http://www.w3.org/2000/01/rdf-schema#label,Epiphyseal stippling of finger phalanges
http://purl.obolibrary.org/obo/HP_0009402,http://www.w3.org/2000/01/rdf-schema#label,Stippling of the epiphyses of the 4th finger
http://purl.obolibrary.org/obo/HP_0009259,http://www.w3.org/2000/01/rdf-schema#label,Stippling of the epiphysis of the distal phalanx of the 4th finger
http://purl.obolibrary.org/obo/HP_0009223,http://www.w3.org/2000/01/rdf-schema#label,Stippling of the epiphysis of the middle phalanx of the 4th finger
http://purl.obolibrary.org/obo/HP_0009270,http://www.w3.org/2000/01/rdf-schema#label,Stippling of the epiphysis of the proximal phalanx of the 4th finger
http://purl.obolibrary.org/obo/HP_0009419,http://www.w3.org/2000/01/rdf-schema#label,Stippling of the epiphyses of the 3rd finger
http://purl.obolibrary.org/obo/HP_0009330,http://www.w3.org/2000/01/rdf-schema#label,Stippling of the epiphysis of the middle phalanx of the 3rd finger
http://purl.obolibrary.org/obo/HP_0009344,http://www.w3.org/2000/01/rdf-schema#label,Stippling of the epiphysis of the distal phalanx of the 3rd finger
http://purl.obolibrary.org/obo/HP_0009355,http://www.w3.org/2000/01/rdf-schema#label,Stippling of the epiphysis of the proximal phalanx of the 3rd finger
http://purl.obolibrary.org/obo/HP_0010277,http://www.w3.org/2000/01/rdf-schema#label,Stippling of the epiphyses of the proximal phalanges of the hand
http://purl.obolibrary.org/obo/HP_0009201,http://www.w3.org/2000/01/rdf-schema#label,Stippling of the epiphysis of the proximal phalanx of the 5th finger
http://purl.obolibrary.org/obo/HP_0010024,http://www.w3.org/2000/01/rdf-schema#label,Epiphyseal stippling of the first metacarpal
http://purl.obolibrary.org/obo/HP_0009533,http://www.w3.org/2000/01/rdf-schema#label,Stippling of the epiphysis of the proximal phalanx of the 2nd finger
http://purl.obolibrary.org/obo/HP_0009391,http://www.w3.org/2000/01/rdf-schema#label,Stippling of the epiphyses of the 5th finger
http://purl.obolibrary.org/obo/HP_0009165,http://www.w3.org/2000/01/rdf-schema#label,Stippling of the epiphysis of the distal phalanx of the 5th finger
http://purl.obolibrary.org/obo/HP_0009212,http://www.w3.org/2000/01/rdf-schema#label,Stippling of the epiphysis of the middle phalanx of the 5th finger
http://purl.obolibrary.org/obo/HP_0010255,http://www.w3.org/2000/01/rdf-schema#label,Stippling of the epiphyses of the distal phalanges of the hand
http://purl.obolibrary.org/obo/HP_0009511,http://www.w3.org/2000/01/rdf-schema#label,Stippling of the epiphysis of the distal phalanx of the 2nd finger
http://purl.obolibrary.org/obo/HP_0009684,http://www.w3.org/2000/01/rdf-schema#label,Stippling of the epiphysis of the distal phalanx of the thumb
http://purl.obolibrary.org/obo/HP_0009497,http://www.w3.org/2000/01/rdf-schema#label,Stippling of the epiphyses of the 2nd finger
http://purl.obolibrary.org/obo/HP_0009522,http://www.w3.org/2000/01/rdf-schema#label,Stippling of the epiphysis of the middle phalanx of the 2nd finger
http://purl.obolibrary.org/obo/HP_0009695,http://www.w3.org/2000/01/rdf-schema#label,Stippling of thumb epiphysis
http://purl.obolibrary.org/obo/HP_0009673,http://www.w3.org/2000/01/rdf-schema#label,Stippling of the epiphysis of the proximal phalanx of the thumb
http://purl.obolibrary.org/obo/HP_0010266,http://www.w3.org/2000/01/rdf-schema#label,Stippling of the epiphyses of the middle phalanges of the hand
http://purl.obolibrary.org/obo/HP_0009174,http://www.w3.org/2000/01/rdf-schema#label,Abnormality of the epiphyses of the 4th finger
http://purl.obolibrary.org/obo/HP_0009403,http://www.w3.org/2000/01/rdf-schema#label,Triangular epiphyses of the 4th finger
http://purl.obolibrary.org/obo/HP_0009224,http://www.w3.org/2000/01/rdf-schema#label,Triangular epiphysis of the middle phalanx of the 4th finger
http://purl.obolibrary.org/obo/HP_0009260,http://www.w3.org/2000/01/rdf-schema#label,Triangular epiphysis of the distal phalanx of the 4th finger
http://purl.obolibrary.org/obo/HP_0009271,http://www.w3.org/2000/01/rdf-schema#label,Triangular epiphysis of the proximal phalanx of the 4th finger
http://purl.obolibrary.org/obo/HP_0009393,http://www.w3.org/2000/01/rdf-schema#label,Absent epiphyses of the 4th finger
http://purl.obolibrary.org/obo/HP_0009250,http://www.w3.org/2000/01/rdf-schema#label,Absent epiphysis of the distal phalanx of the 4th finger
http://purl.obolibrary.org/obo/HP_0009214,http://www.w3.org/2000/01/rdf-schema#label,Absent epiphysis of the middle phalanx of the 4th finger
http://purl.obolibrary.org/obo/HP_0009261,http://www.w3.org/2000/01/rdf-schema#label,Absent epiphysis of the proximal phalanx of the 4th finger
http://purl.obolibrary.org/obo/HP_0009249,http://www.w3.org/2000/01/rdf-schema#label,Abnormality of the epiphysis of the distal phalanx of the 4th finger
http://purl.obolibrary.org/obo/HP_0009256,http://www.w3.org/2000/01/rdf-schema#label,Ivory epiphysis of the distal phalanx of the 4th finger
http://purl.obolibrary.org/obo/HP_0009251,http://www.w3.org/2000/01/rdf-schema#label,Bracket epiphysis of the distal phalanx of the 4th finger
http://purl.obolibrary.org/obo/HP_0009252,http://www.w3.org/2000/01/rdf-schema#label,Cone-shaped epiphysis of the distal phalanx of the 4th finger
http://purl.obolibrary.org/obo/HP_0009253,http://www.w3.org/2000/01/rdf-schema#label,Enlarged epiphysis of the distal phalanx of the 4th finger
http://purl.obolibrary.org/obo/HP_0009258,http://www.w3.org/2000/01/rdf-schema#label,Small epiphysis of the distal phalanx of the 4th finger
http://purl.obolibrary.org/obo/HP_0009257,http://www.w3.org/2000/01/rdf-schema#label,Pseudoepiphysis of the distal phalanx of the 4th finger
http://purl.obolibrary.org/obo/HP_0009394,http://www.w3.org/2000/01/rdf-schema#label,Bracket epiphyses of the 4th finger
http://purl.obolibrary.org/obo/HP_0009262,http://www.w3.org/2000/01/rdf-schema#label,Bracket epiphysis of the proximal phalanx of the 4th finger
http://purl.obolibrary.org/obo/HP_0009215,http://www.w3.org/2000/01/rdf-schema#label,Bracket epiphysis of the middle phalanx of the 4th finger
http://purl.obolibrary.org/obo/HP_0009395,http://www.w3.org/2000/01/rdf-schema#label,Cone-shaped epiphyses of the 4th finger
http://purl.obolibrary.org/obo/HP_0009216,http://www.w3.org/2000/01/rdf-schema#label,Cone-shaped epiphysis of the middle phalanx of the 4th finger
http://purl.obolibrary.org/obo/HP_0009263,http://www.w3.org/2000/01/rdf-schema#label,Cone-shaped epiphysis of the proximal phalanx of the 4th finger
http://purl.obolibrary.org/obo/HP_0009396,http://www.w3.org/2000/01/rdf-schema#label,Enlarged epiphyses of the 4th finger
http://purl.obolibrary.org/obo/HP_0009264,http://www.w3.org/2000/01/rdf-schema#label,Enlarged epiphysis of the proximal phalanx of the 4th finger
http://purl.obolibrary.org/obo/HP_0009217,http://www.w3.org/2000/01/rdf-schema#label,Enlarged epiphysis of the middle phalanx of the 4th finger
http://purl.obolibrary.org/obo/HP_0009247,http://www.w3.org/2000/01/rdf-schema#label,Abnormality of the epiphysis of the middle phalanx of the 4th finger
http://purl.obolibrary.org/obo/HP_0009220,http://www.w3.org/2000/01/rdf-schema#label,Ivory epiphysis of the middle phalanx of the 4th finger
http://purl.obolibrary.org/obo/HP_0009222,http://www.w3.org/2000/01/rdf-schema#label,Small epiphysis of the middle phalanx of the 4th finger
http://purl.obolibrary.org/obo/HP_0009221,http://www.w3.org/2000/01/rdf-schema#label,Pseudoepiphysis of the middle phalanx of the 4th finger
http://purl.obolibrary.org/obo/HP_0009399,http://www.w3.org/2000/01/rdf-schema#label,Ivory epiphyses of the 4th finger
http://purl.obolibrary.org/obo/HP_0009267,http://www.w3.org/2000/01/rdf-schema#label,Ivory epiphysis of the proximal phalanx of the 4th finger
http://purl.obolibrary.org/obo/HP_0009400,http://www.w3.org/2000/01/rdf-schema#label,Pseudoepiphyses of the 4th finger
http://purl.obolibrary.org/obo/HP_0009268,http://www.w3.org/2000/01/rdf-schema#label,Pseudoepiphysis of the proximal phalanx of the 4th finger
http://purl.obolibrary.org/obo/HP_0009401,http://www.w3.org/2000/01/rdf-schema#label,Small epiphyses of the 4th finger
http://purl.obolibrary.org/obo/HP_0009269,http://www.w3.org/2000/01/rdf-schema#label,Small epiphysis of the proximal phalanx of the 4th finger
http://purl.obolibrary.org/obo/HP_0009248,http://www.w3.org/2000/01/rdf-schema#label,Abnormality of the epiphysis of the proximal phalanx of the 4th finger
http://purl.obolibrary.org/obo/HP_0010238,http://www.w3.org/2000/01/rdf-schema#label,Triangular epiphyses of the phalanges of the hand
http://purl.obolibrary.org/obo/HP_0010278,http://www.w3.org/2000/01/rdf-schema#label,Triangular epiphyses of the proximal phalanges of the hand
http://purl.obolibrary.org/obo/HP_0009154,http://www.w3.org/2000/01/rdf-schema#label,Triangular epiphysis of the proximal phalanx of the 5th finger
http://purl.obolibrary.org/obo/HP_0009356,http://www.w3.org/2000/01/rdf-schema#label,Triangular epiphysis of the proximal phalanx of the 3rd finger
http://purl.obolibrary.org/obo/HP_0009534,http://www.w3.org/2000/01/rdf-schema#label,Triangular epiphysis of the proximal phalanx of the 2nd finger
http://purl.obolibrary.org/obo/HP_0009420,http://www.w3.org/2000/01/rdf-schema#label,Triangular epiphyses of the 3rd finger
http://purl.obolibrary.org/obo/HP_0009345,http://www.w3.org/2000/01/rdf-schema#label,Triangular epiphysis of the distal phalanx of the 3rd finger
http://purl.obolibrary.org/obo/HP_0009331,http://www.w3.org/2000/01/rdf-schema#label,Triangular epiphysis of the middle phalanx of the 3rd finger
http://purl.obolibrary.org/obo/HP_0009392,http://www.w3.org/2000/01/rdf-schema#label,Triangular epiphyses of the 5th finger
http://purl.obolibrary.org/obo/HP_0009149,http://www.w3.org/2000/01/rdf-schema#label,Triangular epiphysis of the distal phalanx of the 5th finger
http://purl.obolibrary.org/obo/HP_0009213,http://www.w3.org/2000/01/rdf-schema#label,Triangular epiphysis of the middle phalanx of the 5th finger
http://purl.obolibrary.org/obo/HP_0010267,http://www.w3.org/2000/01/rdf-schema#label,Triangular epiphyses of the middle phalanges of the hand
http://purl.obolibrary.org/obo/HP_0009674,http://www.w3.org/2000/01/rdf-schema#label,Triangular epiphysis of the proximal phalanx of the thumb
http://purl.obolibrary.org/obo/HP_0009523,http://www.w3.org/2000/01/rdf-schema#label,Triangular epiphysis of the middle phalanx of the 2nd finger
http://purl.obolibrary.org/obo/HP_0009498,http://www.w3.org/2000/01/rdf-schema#label,Triangular epiphyses of the 2nd finger
http://purl.obolibrary.org/obo/HP_0009512,http://www.w3.org/2000/01/rdf-schema#label,Triangular epiphysis of the distal phalanx of the 2nd finger
http://purl.obolibrary.org/obo/HP_0010256,http://www.w3.org/2000/01/rdf-schema#label,Triangular epiphyses of the distal phalanges of the hand
http://purl.obolibrary.org/obo/HP_0009685,http://www.w3.org/2000/01/rdf-schema#label,Triangular epiphysis of the distal phalanx of the thumb
http://purl.obolibrary.org/obo/HP_0009696,http://www.w3.org/2000/01/rdf-schema#label,Triangular epiphyses of the thumb
http://purl.obolibrary.org/obo/HP_0010025,http://www.w3.org/2000/01/rdf-schema#label,Triangular epiphysis of the 1st metacarpal
http://purl.obolibrary.org/obo/HP_0010230,http://www.w3.org/2000/01/rdf-schema#label,Cone-shaped epiphyses of the phalanges of the hand
http://purl.obolibrary.org/obo/HP_0006035,http://www.w3.org/2000/01/rdf-schema#label,Cone-shaped epiphyses of phalanges 2 to 5
http://purl.obolibrary.org/obo/HP_0010248,http://www.w3.org/2000/01/rdf-schema#label,Cone-shaped epiphyses of the distal phalanges of the hand
http://purl.obolibrary.org/obo/HP_0009504,http://www.w3.org/2000/01/rdf-schema#label,Cone-shaped epiphysis of the distal phalanx of the 2nd finger
http://purl.obolibrary.org/obo/HP_0009677,http://www.w3.org/2000/01/rdf-schema#label,Cone-shaped epiphysis of the distal phalanx of the thumb
http://purl.obolibrary.org/obo/HP_0004222,http://www.w3.org/2000/01/rdf-schema#label,Cone-shaped epiphysis of the distal phalanx of the 5th finger
http://purl.obolibrary.org/obo/HP_0009337,http://www.w3.org/2000/01/rdf-schema#label,Cone-shaped epiphysis of the distal phalanx of the 3rd finger
http://purl.obolibrary.org/obo/HP_0009384,http://www.w3.org/2000/01/rdf-schema#label,Cone-shaped epiphyses of the 5th finger
http://purl.obolibrary.org/obo/HP_0009205,http://www.w3.org/2000/01/rdf-schema#label,Cone-shaped epiphysis of the middle phalanx of the 5th finger
http://purl.obolibrary.org/obo/HP_0009155,http://www.w3.org/2000/01/rdf-schema#label,Cone-shaped epiphysis of the proximal phalanx of the 5th finger
http://purl.obolibrary.org/obo/HP_0009688,http://www.w3.org/2000/01/rdf-schema#label,Cone-shaped epiphysis of the thumb
http://purl.obolibrary.org/obo/HP_0009666,http://www.w3.org/2000/01/rdf-schema#label,Cone-shaped epiphysis of the proximal phalanx of the thumb
http://purl.obolibrary.org/obo/HP_0010259,http://www.w3.org/2000/01/rdf-schema#label,Cone-shaped epiphyses of the middle phalanges of the hand
http://purl.obolibrary.org/obo/HP_0009515,http://www.w3.org/2000/01/rdf-schema#label,Cone-shaped epiphysis of the middle phalanx of the 2nd finger
http://purl.obolibrary.org/obo/HP_0009323,http://www.w3.org/2000/01/rdf-schema#label,Cone-shaped epiphysis of the middle phalanx of the 3rd finger
http://purl.obolibrary.org/obo/HP_0010270,http://www.w3.org/2000/01/rdf-schema#label,Cone-shaped epiphyses of the proximal phalanges of the hand
http://purl.obolibrary.org/obo/HP_0009348,http://www.w3.org/2000/01/rdf-schema#label,Cone-shaped epiphysis of the proximal phalanx of the 3rd finger
http://purl.obolibrary.org/obo/HP_0009526,http://www.w3.org/2000/01/rdf-schema#label,Cone-shaped epiphysis of the proximal phalanx of the 2nd finger
http://purl.obolibrary.org/obo/HP_0010017,http://www.w3.org/2000/01/rdf-schema#label,Cone-shaped epiphysis of the 1st metacarpal
http://purl.obolibrary.org/obo/HP_0009490,http://www.w3.org/2000/01/rdf-schema#label,Cone-shaped epiphyses of the 2nd finger
http://purl.obolibrary.org/obo/HP_0009412,http://www.w3.org/2000/01/rdf-schema#label,Cone-shaped epiphyses of the 3rd finger
http://purl.obolibrary.org/obo/HP_0010229,http://www.w3.org/2000/01/rdf-schema#label,Bracket epiphyses of the phalanges of the hand
http://purl.obolibrary.org/obo/HP_0009383,http://www.w3.org/2000/01/rdf-schema#label,Bracket epiphyses of the 5th finger
http://purl.obolibrary.org/obo/HP_0009197,http://www.w3.org/2000/01/rdf-schema#label,Bracket epiphysis of the proximal phalanx of the 5th finger
http://purl.obolibrary.org/obo/HP_0009187,http://www.w3.org/2000/01/rdf-schema#label,Bracket epiphysis of the distal phalanx of the 5th finger
http://purl.obolibrary.org/obo/HP_0009204,http://www.w3.org/2000/01/rdf-schema#label,Bracket epiphysis of the middle phalanx of the 5th finger
http://purl.obolibrary.org/obo/HP_0010247,http://www.w3.org/2000/01/rdf-schema#label,Bracket epiphyses of the distal phalanges of the hand
http://purl.obolibrary.org/obo/HP_0009336,http://www.w3.org/2000/01/rdf-schema#label,Bracket epiphysis of the distal phalanx of the 3rd finger
http://purl.obolibrary.org/obo/HP_0009676,http://www.w3.org/2000/01/rdf-schema#label,Bracket epiphysis of the distal phalanx of the thumb
http://purl.obolibrary.org/obo/HP_0009503,http://www.w3.org/2000/01/rdf-schema#label,Bracket epiphysis of the distal phalanx of the 2nd finger
